ADDRESS,LOCATION_NAME,STREET_NAME,RACKS,SPACES,PLACEMENT,MO_INSTALLED,YR_INSTALLED,COORDINATES
496 14TH ST,Thieve's Tavern,14TH ST,2,4,SW,UK,2004,"14TH ST
(37.76821500, -122.42417300)"
498 SANCHEZ ST,Samovar Tea Lounge,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76126100, -122.43084700)"
50 POST ST,Crocker Galleria,POST,1,2,SW,UK,2004,"POST
(37.78953100, -122.40304100)"
503 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77185018, -122.43065953)"
5080 MISSION ST,Rincon Latino,MISSION,1,2,SW,UK,2004,"MISSION
(37.71725200, -122.44080000)"
510 GREEN ST,Sodini's Green Valley Restaurant,GREEN,1,2,SW,UK,2004,"GREEN
(37.79984700, -122.40765000)"
512 DIVISADERO ST,SF Hardware,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.77436400, -122.43733000)"
5159 MISSION ST,Acme Surplus Store,MISSION,1,2,SW,UK,2004,"MISSION
(37.71601500, -122.44099500)"
519 LAGUNA ST,UK,LAGUNA,1,2,SW,UK,2004,"LAGUNA
(37.77609600, -122.42636100)"
525 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77184900, -122.43084500)"
531 DIVISADERO ST,Herbivore: The Earthly Grill,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.77448500, -122.43802700)"
531 HOWARD ST,Fink Architecture,HOWARD,1,2,SW,UK,2004,"HOWARD
(37.78777100, -122.39657300)"
538 JONES ST,UK,JONES,1,2,SW,UK,2004,"JONES
(37.78631100, -122.41307100)"
544 HAYES ST,nida,HAYES,1,2,SW,UK,2004,"HAYES
(37.77683630, -122.42540552)"
550 37TH AVE,Marriot,37TH AVE,1,2,SW,UK,2004,"37TH AVE
(37.77853000, -122.49719500)"
550 WASHINGTON ST,UK,WASHINGTON,1,2,SW,UK,2004,"WASHINGTON
(37.79573813, -122.40269032)"
555 SAN JOSE AVE,St. Luke's,DUNCAN,1,2,SW,UK,2004,"DUNCAN
(37.74656000, -122.42155000)"
560 BALBOA ST,Thai Noodle Jump,BALBOA,1,2,SW,UK,2004,"BALBOA
(37.77741000, -122.46481900)"
571 VALENCIA ST,Weston Wear,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.76381800, -122.42148600)"
579 HOWARD ST,Kate O'Brien Irish Pub and Grill,HOWARD,1,2,SW,UK,2004,"HOWARD
(37.78705500, -122.39748200)"
582 MARKET ST,Apotheca,MARKET,1,2,SW,UK,2004,"MARKET
(37.78952500, -122.40161000)"
589 GUERRERO ST,Buen Dia Family School,GUERRERO,1,2,SW,UK,2004,"GUERRERO
(37.76193400, -122.42345300)"
593 GUERRERO ST,18 Reasons,GUERRERO,1,2,SW,UK,2004,"GUERRERO
(37.76176800, -122.42361500)"
602 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77208500, -122.43231100)"
603 VALENCIA ST,Good Vibrations,VALENCIA,2,4,SW,UK,2004,"VALENCIA
(37.76309200, -122.42139500)"
620 SHRADER ST,UK,SHRADER,1,2,SW,UK,2004,"SHRADER
(37.76903600, -122.45178500)"
625 CLEMENT ST,Wycen Foods,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78266600, -122.46590900)"
634 IRVING ST,Salon J,IRVING,1,2,SW,UK,2004,"IRVING
(37.76427700, -122.46497300)"
635 08TH ST,Concourse Exhibition Center,08TH ST,2,4,SW,UK,2004,"08TH ST
(37.77182400, -122.40388300)"
639 DIVISADERO ST,Mojo Bicycle Cafe,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.77552100, -122.43824400)"
648 ANDOVER ST,A&V Market,ANDOVER,1,2,SW,UK,2004,"ANDOVER
(37.73573507, -122.41702521)"
65 POST ST,UK,POST,1,2,SW,UK,2004,"POST
(37.78874700, -122.40303400)"
66 SANCHEZ ST,James Howell Yoga Studio,SANCHEZ,1,2,SW,UK,2004,"SANCHEZ
(37.76820600, -122.43161000)"
663 SOUTH VAN NESS AVE,Citywide Logistics,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76250400, -122.41725500)"
669 CHENERY ST,The Park Salon,CHENERY,1,2,SW,UK,2004,"CHENERY
(37.73435900, -122.43325300)"
7 CLAUDE LN,Cafe Claude,BUSH,1,2,SW,UK,2004,"BUSH
(37.79003153, -122.40448823)"
708 CLEMENT ST,Clement Street Bar & Grill,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78305400, -122.46684100)"
710 POLK ST,Thai Idea Vegetarian,POLK,1,2,SW,UK,2004,"POLK
(37.78338700, -122.41901600)"
730 FLORIDA ST,residential,FLORIDA,1,2,SW,UK,2004,"FLORIDA
(37.75992200, -122.41122500)"
734 IRVING ST,Yancy's Saloon,IRVING,1,2,SW,UK,2004,"IRVING
(37.76430600, -122.46588400)"
735 MARKET ST,Golfsmith,MARKET,1,2,SW,UK,2004,"MARKET
(37.78655800, -122.40409200)"
771 ELLIS ST,UK,ELLIS,1,2,SW,UK,2004,"ELLIS
(37.78391000, -122.41887600)"
790 LOMBARD ST,UK,LOMBARD,1,2,SW,UK,2004,"LOMBARD
(37.80289500, -122.41433400)"
801 CLEMENT ST,Crossroads,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78257800, -122.46783600)"
823 CLEMENT ST,Pizza Orgasmica,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78253300, -122.46806500)"
828 HOLLOWAY AVE,Touch of Heaven,HOLLOWAY,1,2,SW,UK,2004,"HOLLOWAY
(37.72205205, -122.46162700)"
828 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.75949900, -122.42148800)"
865 FILBERT ST,UK,FILBERT,1,2,SW,UK,2004,"FILBERT
(37.80058900, -122.41360300)"
899 HOWARD ST,Burlington Coat Factory,HOWARD,1,2,SW,UK,2004,"HOWARD
(37.78168100, -122.40410200)"
921 HOWARD ST,Dreams Interior,HOWARD,1,2,SW,UK,2004,"HOWARD
(37.78083300, -122.40516600)"
941 KEARNY ST,UK,KEARNY,1,2,SW,UK,2004,"KEARNY
(37.79677800, -122.40559200)"
944 FOLSOM ST,Boyd Lighting,FOLSOM,1,2,SW,UK,2004,"FOLSOM
(37.77967500, -122.40466500)"
950 GEARY ST,Edinburgh Castle Pub,GEARY,1,2,SW,UK,2004,"GEARY
(37.78625300, -122.41896100)"
990 COLUMBUS AVE,UK,COLUMBUS,1,2,SW,UK,2004,"COLUMBUS
(37.80346000, -122.41436600)"
991 SHOTWELL ST,UK,SHOTWELL,1,2,SW,UK,2004,"SHOTWELL
(37.75265286, -122.41498878)"
1300 DOLORES ST,Luv A Java,26TH ST,1,2,SW,UK,2005,"26TH ST
(37.74849000, -122.42517600)"
1300 DOLORES ST,Luv A Java,26TH ST,1,2,SW,UK,2005,"26TH ST
(37.74849000, -122.42517600)"
1326 CHURCH ST,Valley Chiropractic,CHURCH,1,2,SW,UK,2005,"CHURCH
(37.74952900, -122.42741600)"
1449 MISSION ST,Henry Gertmenian Co.,MISSION,1,2,SW,UK,2005,"MISSION
(37.77458318, -122.41617827)"
1453 MISSION ST,California Institute of Integral Studies,MISSION,1,2,SW,UK,2005,"MISSION
(37.77458300, -122.41617800)"
1600 DIVISADERO ST,Mt Zion,DIVISADERO,1,2,SW,UK,2005,"DIVISADERO
(37.78489100, -122.43892800)"
1625 OWENS ST,UCSF Mission Bay / Owens St Garage,OWENS ST,26,52,GAC,UK,2005,"OWENS ST
(37.76828000, -122.39395000)"
1625 OWENS ST,UCSF Mission Bay / Owens St Garage,OWENS ST,1,5,GA,UK,2005,"OWENS ST
(37.76828000, -122.39395000)"
1675 OWENS ST,UCSF Mission Bay / William J. Rutter Community Center,OWENS ST,6,6,LOT,UK,2005,"OWENS ST
(37.76810000, -122.39314000)"
1675 OWENS ST,UCSF Mission Bay / William J. Rutter Community Center,OWENS ST,20,20,LOT,UK,2005,"OWENS ST
(37.76842000, -122.39262000)"
186 02ND ST,UK,02ND ST,1,2,SW,UK,2005,"02ND ST
(37.78677600, -122.39864400)"
186 02ND ST,UK,02ND ST,1,2,SW,UK,2005,"02ND ST
(37.78677600, -122.39864400)"
2099 FOLSOM ST,Rite Spot Cafe,FOLSOM,1,2,SW,UK,2005,"FOLSOM
(37.76386600, -122.41491500)"
2101 MISSION ST,Thrift Town,MISSION,1,2,SW,UK,2005,"MISSION
(37.76317500, -122.41901000)"
25 SANCHEZ ST,residential,SANCHEZ,1,2,SW,UK,2005,"SANCHEZ
(37.76892900, -122.43097900)"
303 02ND ST,UK,02ND ST,2,4,SW,UK,2005,"02ND ST
(37.78529200, -122.39556600)"
351 SHOTWELL ST,ODC Dance Commons,SHOTWELL,1,2,SW,UK,2005,"SHOTWELL
(37.76281100, -122.41584300)"
4001 JUDAH ST,Outerlands Cafe,45TH AVE,1,2,SW,UK,2005,"45TH AVE
(37.76025200, -122.50501900)"
405 HOWARD ST,New Resource Bank,HOWARD,1,2,SW,UK,2005,"HOWARD
(37.78889100, -122.39525000)"
428 03RD ST,Rayko Photo Center,03RD ST,1,2,SW,UK,2005,"03RD ST
(37.78196900, -122.39729100)"
428 03RD ST,Rayko Photo Center,03RD ST,1,2,SW,UK,2005,"03RD ST
(37.78196900, -122.39729100)"
543 COLUMBUS AVE,La Boulange Cafe & Bakery,COLUMBUS,1,2,SW,UK,2005,"COLUMBUS
(37.79966900, -122.40966500)"
55 04TH ST,Marriot,04TH ST,1,2,SW,UK,2005,"04TH ST
(37.78539600, -122.40439100)"
550 GENE FRIEND WAY,UCSF Mission Bay / South Street Retail & Bench Area (West End),GENE FRIEND WAY,1,7,LOT,UK,2005,"GENE FRIEND WAY
(37.76877000, -122.39045000)"
550 GENE FRIEND WAY,UCSF Mission Bay / South Street Retail & Bench Area (East End),GENE FRIEND WAY,1,7,LOT,UK,2005,"GENE FRIEND WAY
(37.76902000, -122.38977000)"
555 02ND ST,Nova Bar and Restaurant,02ND ST,1,2,SW,UK,2005,"02ND ST
(37.78255600, -122.39255900)"
5843 GEARY BLVD,Thom's Natural Food,GEARY,1,2,SW,UK,2005,"GEARY
(37.77993500, -122.48216400)"
600 16TH ST,UCSF Mission Bay / Genentech Hall,CAMPUS LANE,48,48,LOT,UK,2005,"CAMPUS LANE
(37.76763000, -122.39241000)"
600 16TH ST,UCSF Mission Bay / Genentech Hall,CAMPUS LANE,5,25,LOT,UK,2005,"CAMPUS LANE
(37.76760000, -122.39279000)"
602 03RD ST,UK,03RD ST,1,2,SW,UK,2005,"03RD ST
(37.77982478, -122.39435597)"
665 03RD ST,UK,03RD ST,1,2,SW,UK,2005,"03RD ST
(37.77956100, -122.39304000)"
85 02ND ST,UK,02ND ST,1,2,SW,UK,2005,"02ND ST
(37.78845700, -122.39988400)"
850 BRYANT ST,SFPD Southern Station,BRYANT,1,2,SW,UK,2005,"BRYANT
(37.77539800, -122.40438900)"
1032 VALENCIA ST,Lost Weekend Video,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.75634500, -122.42136500)"
1034 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.75634500, -122.42136500)"
105 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.77115203, -122.42205937)"
1055 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.75609200, -122.42068100)"
1070 FOLSOM ST,UK,FOLSOM,1,2,SW,UK,2005,"FOLSOM
(37.77744700, -122.40735100)"
1198 SOUTH VAN NESS AVE,US Post Office,S VAN NESS,3,6,SW,UK,2005,"S VAN NESS
(37.75408900, -122.41678100)"
1231 09TH AVE,Le Video,09TH AVE,1,2,SW,UK,2005,"09TH AVE
(37.76533800, -122.46673200)"
1246 FOLSOM ST,UK,FOLSOM,1,2,SW,UK,2005,"FOLSOM
(37.77458900, -122.41099400)"
1290 09TH AVE,Hotei Restaurant,09TH AVE,1,2,SW,UK,2005,"09TH AVE
(37.76429600, -122.46612100)"
1296 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2005,"HAIGHT
(37.77059900, -122.44337000)"
1311 24TH AVE,Olson's Cleaners,24TH AVE,1,2,SW,UK,2005,"24TH AVE
(37.76307121, -122.48264239)"
1326 09TH AVE,Social Kitchen & Brewery,09TH AVE,1,2,SW,UK,2005,"09TH AVE
(37.76349900, -122.46594400)"
1336 09TH AVE,Craw Station,09TH AVE,1,2,SW,UK,2005,"09TH AVE
(37.76336200, -122.46593400)"
1360 CHURCH ST,UK,CHURCH,1,2,SW,UK,2005,"CHURCH
(37.74904900, -122.42747000)"
147 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.77115203, -122.42205937)"
1500 OWENS ST,UCSF Mission Bay / Orthopedic Institute,OWENS ST,4,6,LOT,UK,2005,"OWENS ST
(37.76852145, -122.39637583)"
1546 GUERRERO ST,UK,GUERRERO,1,2,SW,UK,2005,"GUERRERO
(37.74648300, -122.42266300)"
1630 03RD ST,UCSF Mission Bay / 3rd St Garage,03RD ST,82,164,GAC,UK,2005,"03RD ST
(37.76852000, -122.38961000)"
165 GRATTAN ST,Grattan School,GRATTAN,1,2,SW,UK,2005,"GRATTAN
(37.76348000, -122.45050600)"
182 GOUGH ST,Dawa Advanced Medical Clinic,GOUGH,1,2,SW,UK,2005,"GOUGH
(37.77487000, -122.42235600)"
199 GUERRERO ST,UK,GUERRERO,1,2,SW,UK,2005,"GUERRERO
(37.76802300, -122.42436200)"
200 CAPP ST,Uptown,17TH ST,1,2,SW,UK,2005,"17TH ST
(37.76324700, -122.41856100)"
200 MCALLISTER ST,UC Hastings College of the Law,MCALLISTER,1,2,SW,UK,2005,"MCALLISTER
(37.78093400, -122.41560300)"
2077 MARKET ST,Bay Liquores/Photoworks,MARKET,1,2,SW,UK,2005,"MARKET
(37.76748500, -122.42841500)"
2092 03RD ST,Moshi Moshi,03RD ST,1,2,SW,UK,2005,"03RD ST
(37.76318800, -122.38908900)"
210 FELL ST,UK,FELL,1,2,SW,UK,2005,"FELL
(37.77630400, -122.42206800)"
221 PINE ST,UK,PINE,1,2,SW,UK,2005,"PINE
(37.79206500, -122.40001500)"
2299 MISSION ST,Beauty Bar,MISSION,1,2,SW,UK,2005,"MISSION
(37.76039600, -122.41910000)"
2323 MISSION ST,Cha Cha Cha,MISSION,1,2,SW,UK,2005,"MISSION
(37.75986400, -122.41881500)"
24 GROVE ST,SF Main Library,GROVE,19,38,RD,UK,2005,"GROVE
(37.77915913, -122.41580788)"
2736 20TH ST,Jay'n Bee Club,20TH ST,1,2,SW,UK,2005,"20TH ST
(37.75947198, -122.40874131)"
2801 24TH ST,St Francis Fountain and Diner,24TH ST,1,2,SW,UK,2005,"24TH ST
(37.75264700, -122.40834400)"
290 DIVISION ST,DIAKADI Body Personal Training and Wellness Center,DIVISION,1,2,SW,UK,2005,"DIVISION
(37.76951200, -122.40825600)"
2975 WASHINGTON ST,Bloomers,WASHINGTON,1,2,SW,UK,2005,"WASHINGTON
(37.79042800, -122.44219300)"
3030 16TH ST,Arman One Dollar Only,16TH ST,1,2,SW,UK,2005,"16TH ST
(37.76537200, -122.42029500)"
3125 16TH ST,Little Roxie Cinema,16TH ST,1,2,SW,UK,2005,"16TH ST
(37.76462344, -122.42241452)"
3138 NORIEGA ST,UK,NORIEGA,1,2,SW,UK,2005,"NORIEGA
(37.75354600, -122.49757700)"
3141 23RD ST,residence,23RD ST,1,2,SW,UK,2005,"23RD ST
(37.75385100, -122.41495200)"
3245 16TH ST,Creativity Explored,16TH ST,2,4,SW,UK,2005,"16TH ST
(37.76446800, -122.42501500)"
3388 19TH ST,Little Baobab,19TH ST,1,2,SW,UK,2005,"19TH ST
(37.76038100, -122.41893800)"
3620 WAWONA ST,UK,WAWONA,1,2,SW,UK,2005,"WAWONA
(37.73632200, -122.50575100)"
371 05TH ST,fitmob,05TH ST,1,2,SW,UK,2005,"05TH ST
(37.77954300, -122.40208900)"
3809 NORIEGA ST,UK,NORIEGA,1,2,SW,UK,2005,"NORIEGA
(37.75277800, -122.50458300)"
416 HAYES ST,Gimme Shoes,HAYES,1,2,SW,UK,2005,"HAYES
(37.77707300, -122.42340800)"
427 CASTRO ST,Castro Coffee Company,CASTRO,1,2,SW,UK,2005,"CASTRO
(37.76208400, -122.43483700)"
499 ALABAMA ST,Project Artaud,ALABAMA,1,2,SW,UK,2005,"ALABAMA
(37.76358300, -122.41175100)"
500 CORTLAND AVE,Bernal Heights Branch Library,CORTLAND,1,2,SW,UK,2005,"CORTLAND
(37.73853600, -122.41614900)"
520 SCOTT ST,UK,SCOTT,1,2,SW,UK,2005,"SCOTT
(37.77462500, -122.43571500)"
535 IRVING ST,Hans Hibachi,IRVING,1,2,SW,UK,2005,"IRVING
(37.76390800, -122.46366300)"
537 DIVISADERO ST,Club One,DIVISADERO,1,2,SW,UK,2005,"DIVISADERO
(37.77455200, -122.43804000)"
548 IRVING ST,UK,IRVING,1,2,SW,UK,2005,"IRVING
(37.76430400, -122.46389800)"
577 VALENCIA ST,Thanh Tam II restaurant,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.76368800, -122.42147400)"
578 MARKET ST,Quizno's,MARKET,1,2,SW,UK,2005,"MARKET
(37.78964000, -122.40144800)"
582 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2005,"HAIGHT
(37.77217800, -122.43178700)"
60 ONONDAGA AVE,Croatian Ameriacn Cultural Center,ONONDAGA,1,2,SW,UK,2005,"ONONDAGA
(37.72200600, -122.43883500)"
6555 GEARY BLVD,Ta Kioh Buddhist Temple,GEARY,1,2,SW,UK,2005,"GEARY
(37.77954800, -122.48980400)"
659 COLUMBUS AVE,UK,COLUMBUS,1,2,SW,UK,2005,"COLUMBUS
(37.80089225, -122.41141618)"
668 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2005,"HAIGHT
(37.77199500, -122.43328100)"
670 SOUTH VAN NESS AVE,FatChanceBellyDance,SOUTH VAN NESS,1,2,SW,UK,2005,"SOUTH VAN NESS
(37.76241800, -122.41757800)"
673 UNION ST,Rogue Ales,UNION,1,2,SW,UK,2005,"UNION
(37.80000000, -122.41042100)"
728 DIVISADERO ST,The Perish Trust,DIVISADERO,1,2,SW,UK,2005,"DIVISADERO
(37.77633500, -122.43798200)"
785 08TH AVE,Cafe Muse,08TH AVE,1,2,SW,UK,2005,"08TH AVE
(37.77363822, -122.46625286)"
800 IRVING ST,Bank of America,09TH AVE,1,2,SW,UK,2005,"09TH AVE
(37.76427800, -122.46654800)"
819 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2005,"VALENCIA
(37.75976400, -122.42111100)"
860 DIVISADERO ST,Green Earth,DIVISADERO,1,2,SW,UK,2005,"DIVISADERO
(37.77765700, -122.43800900)"
940 FILBERT ST,UK,FILBERT,1,2,SW,UK,2005,"FILBERT
(37.80094900, -122.41497100)"
988 OAK ST,Academy of Tae Kwon Do,OAK,1,2,SW,UK,2005,"OAK
(37.77360000, -122.43559700)"
999 BRANNAN ST,Dolby Labratories,BRANNAN,1,2,SW,UK,2005,"BRANNAN
(37.77009600, -122.40627900)"
101 GROVE ST,Department of Public Health,GROVE,1,2,SW,UK,2006,"GROVE
(37.77812800, -122.41865200)"
1231 MARKET ST,Hotel Whitcomb,MARKET,1,2,SW,UK,2006,"MARKET
(37.77794700, -122.41479100)"
1580 MISSION ST,Goodwill,MISSION,1,2,SW,UK,2006,"MISSION
(37.77385300, -122.41840900)"
2101 MISSION ST,Thrift Town,MISSION,1,2,SW,UK,2006,"MISSION
(37.76317500, -122.41901000)"
2871 24TH ST,L'S Caffe,24TH ST,1,2,SW,UK,2006,"24TH ST
(37.75254500, -122.40958300)"
2871 24TH ST,L's Caffe,24TH ST,1,2,SW,UK,2006,"24TH ST
(37.75254500, -122.40958300)"
291 06TH AVE,UK,06TH AVE,1,2,SW,UK,2006,"06TH AVE
(37.78320200, -122.46461300)"
291 06TH AVE,UK,06TH AVE,1,2,SW,UK,2006,"06TH AVE
(37.78320200, -122.46461300)"
3101 24TH ST,Philz Coffee,24TH ST,1,2,SW,UK,2006,"24TH ST
(37.75233000, -122.41426500)"
351 09TH AVE,Richmond Library Branch,09TH AVE,1,2,SW,UK,2006,"09TH AVE
(37.78186100, -122.46803900)"
351 SHOTWELL ST,ODC Dance Commons,SHOTWELL,1,2,SW,UK,2006,"SHOTWELL
(37.76281100, -122.41584300)"
401 CLEMENT ST,Toy Boat Dessert Cafe,CLEMENT,1,2,SW,UK,2006,"CLEMENT
(37.78274200, -122.46351200)"
4023 18TH ST,Philz Coffee,18TH ST,1,2,SW,UK,2006,"18TH ST
(37.76076500, -122.43329500)"
411 HAYES ST,Azalea,GOUGH,1,2,SW,UK,2006,"GOUGH
(37.77659741, -122.42315624)"
4146 18TH ST,Toad Hall,18TH ST,1,2,SW,UK,2006,"18TH ST
(37.76102800, -122.43590200)"
4298 24TH ST,Philz Coffee,24TH ST,1,2,SW,UK,2006,"24TH ST
(37.75126400, -122.43825700)"
519 HAYES ST,UK,HAYES,1,2,SW,UK,2006,"HAYES
(37.77643400, -122.42500200)"
522 JONES ST,UK,JONES,1,2,SW,UK,2006,"JONES
(37.78606899, -122.41283565)"
555 02ND ST,Nova Bar and Restaurant,02ND ST,1,2,SW,UK,2006,"02ND ST
(37.78255600, -122.39255900)"
555 FULTON ST,multiple,FULTON,1,2,SW,UK,2006,"FULTON
(37.77816800, -122.42575200)"
562 MARKET ST,Grant's Tobacconists,MARKET,1,2,SW,UK,2006,"MARKET
(37.78987900, -122.40118800)"
563 02ND ST,UK,02ND ST,1,2,SW,UK,2006,"02ND ST
(37.78253900, -122.39246100)"
654 MISSION ST,SPUR,MISSION,1,2,SW,UK,2006,"MISSION
(37.78718300, -122.40123500)"
78 29TH ST,Cafe Seventy8,29TH ST,1,2,SW,UK,2006,"29TH ST
(37.74417137, -122.42227560)"
79 NEW MONTGOMERY ST,Academy of Art University,NEW MONTGOMERY,1,2,SW,UK,2006,"NEW MONTGOMERY
(37.78789000, -122.40053500)"
915 COLE ST,MadKat,COLE,1,2,SW,UK,2006,"COLE
(37.76560156, -122.45021370)"
919 KEARNY ST,House of Nanking,KEARNY,1,2,SW,UK,2006,"KEARNY
(37.79643900, -122.40538400)"
956 COLE ST,Cole Hardware,COLE,1,2,SW,UK,2006,"COLE
(37.76536883, -122.44945099)"
97 COLLINGWOOD ST,UK,COLLINGWOOD,1,2,SW,UK,2006,"COLLINGWOOD
(37.76102790, -122.43590174)"
None,Duboce Park,DUBOCE,1,2,SW,UK,2006,"DUBOCE
(37.76934000, -122.43282000)"
1016 COLUMBUS AVE,UK,COLUMBUS,1,2,SW,UK,2006,"COLUMBUS
(37.80396580, -122.41516011)"
1032 IRVING ST,UPS Store,IRVING,1,2,SW,UK,2006,"IRVING
(37.76416300, -122.46913300)"
110 JULIAN AVE,UK,JULIAN,1,2,SW,UK,2006,"JULIAN
(37.76627800, -122.42106800)"
118 NEW MONTGOMERY ST,UK,NEW MONTGOMERY,1,2,SW,UK,2006,"NEW MONTGOMERY
(37.78704200, -122.40042700)"
1240 09TH AVE,Park Chow,09TH AVE,1,2,SW,UK,2006,"09TH AVE
(37.76515600, -122.46606000)"
1262 09TH AVE,Walter-Adams Gallery,09TH AVE,1,2,SW,UK,2006,"09TH AVE
(37.76481500, -122.46603600)"
1269 09TH AVE,Kiki Japanese Restaurant,09TH AVE,1,2,SW,UK,2006,"09TH AVE
(37.76465200, -122.46668400)"
1371 09TH AVE,Urban Bazaar,09TH AVE,1,2,SW,UK,2006,"09TH AVE
(37.76271600, -122.46654800)"
14 CLEMENT ST,Aqua Spa,CLEMENT,1,2,SW,UK,2006,"CLEMENT
(37.78339900, -122.45948700)"
1417 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2006,"VALENCIA
(37.75020600, -122.42013100)"
142 MASON ST,San Francisco International Hostel,MASON,1,2,SW,UK,2006,"MASON
(37.78495800, -122.40935900)"
1426 18TH ST,Big Think Studios,18TH ST,1,2,SW,UK,2006,"18TH ST
(37.76266262, -122.39719562)"
1500 TREAT AVE,UK,TREAT,1,2,SW,UK,2006,"TREAT
(37.74681200, -122.41257700)"
155 FELL ST,Rickshaw Shop,FELL,2,4,SW,UK,2006,"FELL
(37.77598500, -122.42046000)"
1550 POWELL ST,UK,POWELL,1,2,SW,UK,2006,"POWELL
(37.79902400, -122.41036700)"
1560 POWELL ST,UK,POWELL,1,2,SW,UK,2006,"POWELL
(37.79921000, -122.41040500)"
1625 CARROLL AVE,Bayview Hunter Point Foundation,CARROLL,1,2,SW,UK,2006,"CARROLL
(37.72507400, -122.39357500)"
1651 MARKET ST,UK,MARKET,1,2,SW,UK,2006,"MARKET
(37.77321300, -122.42111700)"
1657 POWELL ST,UK,POWELL,1,2,SW,UK,2006,"POWELL
(37.79994800, -122.41101300)"
1665 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76942900, -122.44989600)"
1685 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76936600, -122.45039100)"
1730 FILLMORE ST,Extreme Pizza,FILLMORE,1,2,SW,UK,2006,"FILLMORE
(37.78569500, -122.43294300)"
1754 HAIGHT ST,Sunshine Wine & Liquor,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76959800, -122.45117600)"
1790 HAIGHT ST,The Citrus Club,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76964500, -122.45162800)"
1805 HAIGHT ST,Parada 22,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76912300, -122.45203300)"
1816 HAIGHT ST,Shaxul Records,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76956000, -122.45229000)"
1823 DIVISADERO ST,Yoga Works,DIVISADERO,2,4,SW,UK,2006,"DIVISADERO
(37.78643700, -122.44043000)"
183 GOLDEN GATE AVE,UK,GOLDEN GATE,1,2,SW,UK,2006,"GOLDEN GATE
(37.78166800, -122.41355700)"
1855 HAIGHT ST,Amoeba Music,HAIGHT,1,2,SW,UK,2006,"HAIGHT
(37.76892200, -122.45262000)"
20 FRANKLIN ST,UK,FRANKLIN,1,2,SW,UK,2006,"FRANKLIN
(37.77457800, -122.42053500)"
2056 FILLMORE ST,Elizabeth Charles,FILLMORE,1,2,SW,UK,2006,"FILLMORE
(37.78869800, -122.43358300)"
2112 FILLMORE ST,UK,FILLMORE,1,2,SW,UK,2006,"FILLMORE
(37.78932000, -122.43362000)"
2125 POWELL ST,UK,POWELL,1,2,SW,UK,2006,"POWELL
(37.80434800, -122.41189700)"
219 CLEMENT ST,dental office,CLEMENT,1,2,SW,UK,2006,"CLEMENT
(37.78283000, -122.46160000)"
2301 FILLMORE ST,Crepevine,FILLMORE,1,2,SW,UK,2006,"FILLMORE
(37.79093900, -122.43442600)"
2330 TAYLOR ST,UK,TAYLOR,1,2,SW,UK,2006,"TAYLOR
(37.80402500, -122.41460000)"
2417 CALIFORNIA ST,Curbside Cafe,CALIFORNIA,1,2,SW,UK,2006,"CALIFORNIA
(37.78868900, -122.43405300)"
242 CHURCH ST,Sparky's,CHURCH,1,2,SW,UK,2006,"CHURCH
(37.76662800, -122.42914100)"
248 CHURCH ST,Thorough Bread& Pastry,CHURCH,1,2,SW,UK,2006,"CHURCH
(37.76662800, -122.42914100)"
266 DORE ST,Lennon Rehearsal & Music Center,DORE,1,2,SW,UK,2006,"DORE
(37.77106100, -122.40974000)"
268 CHURCH ST,Underglass Framing,CHURCH,1,2,SW,UK,2006,"CHURCH
(37.76637500, -122.42908200)"
